code,name,metric,sex,age,in,out,net,abs
01213,苫小牧市,female_50_59,女,50-59歳,8,9,-1,1
01213,苫小牧市,female_60_plus,女,60歳以上,10,10,0,0
01213,苫小牧市,female_unknown,女,不詳/その他,0,0,0,0
01585,安平町,both_total,総数,総数,51,76,-25,25
01585,安平町,both_0_9,総数,0-9歳,2,14,-12,12
01585,安平町,both_10_19,総数,10-19歳,3,5,-2,2
01585,安平町,both_20_29,総数,20-29歳,21,15,6,6
01585,安平町,both_30_39,総数,30-39歳,11,18,-7,7
01585,安平町,both_40_49,総数,40-49歳,3,7,-4,4
01585,安平町,both_50_59,総数,50-59歳,2,11,-9,9
01585,安平町,both_60_plus,総数,60歳以上,9,6,3,3
01585,安平町,both_unknown,総数,不詳/その他,0,0,0,0
01585,安平町,male_total,男,総数,33,42,-9,9
01585,安平町,male_0_9,男,0-9歳,1,7,-6,6
01585,安平町,male_10_19,男,10-19歳,2,5,-3,3
01585,安平町,male_20_29,男,20-29歳,16,8,8,8
01585,安平町,male_30_39,男,30-39歳,6,10,-4,4
01585,安平町,male_40_49,男,40-49歳,2,4,-2,2
01585,安平町,male_50_59,男,50-59歳,1,5,-4,4
01585,安平町,male_60_plus,男,60歳以上,5,3,2,2
01585,安平町,male_unknown,男,不詳/その他,0,0,0,0
01585,安平町,female_total,女,総数,18,34,-16,16
01585,安平町,female_0_9,女,0-9歳,1,7,-6,6
01585,安平町,female_10_19,女,10-19歳,1,0,1,1
01585,安平町,female_20_29,女,20-29歳,5,7,-2,2
01585,安平町,female_30_39,女,30-39歳,5,8,-3,3
01585,安平町,female_40_49,女,40-49歳,1,3,-2,2
01585,安平町,female_50_59,女,50-59歳,1,6,-5,5
01585,安平町,female_60_plus,女,60歳以上,4,3,1,1
01585,安平町,female_unknown,女,不詳/その他,0,0,0,0
20000,長野県,both_total,総数,総数,39,15,24,24
20000,長野県,both_0_9,総数,0-9歳,1,0,1,1
20000,長野県,both_10_19,総数,10-19歳,2,2,0,0
20000,長野県,both_20_29,総数,20-29歳,20,7,13,13
20000,長野県,both_30_39,総数,30-39歳,4,3,1,1
20000,長野県,both_40_49,総数,40-49歳,5,1,4,4
20000,長野県,both_50_59,総数,50-59歳,4,1,3,3
20000,長野県,both_60_plus,総数,60歳以上,3,0,3,3
20000,長野県,both_unknown,総数,不詳/その他,0,1,-1,1
20000,長野県,male_total,男,総数,31,10,21,21
20000,長野県,male_0_9,男,0-9歳,0,0,0,0
20000,長野県,male_10_19,男,10-19歳,2,2,0,0
20000,長野県,male_20_29,男,20-29歳,18,4,14,14
20000,長野県,male_30_39,男,30-39歳,2,3,-1,1
20000,長野県,male_40_49,男,40-49歳,4,0,4,4
20000,長野県,male_50_59,男,50-59歳,3,0,3,3
20000,長野県,male_60_plus,男,60歳以上,2,0,2,2
20000,長野県,male_unknown,男,不詳/その他,0,1,-1,1
20000,長野県,female_total,女,総数,8,5,3,3
20000,長野県,female_0_9,女,0-9歳,1,0,1,1
20000,長野県,female_10_19,女,10-19歳,0,0,0,0
20000,長野県,female_20_29,女,20-29歳,2,3,-1,1
20000,長野県,female_30_39,女,30-39歳,2,0,2,2
20000,長野県,female_40_49,女,40-49歳,1,1,0,0
20000,長野県,female_50_59,女,50-59歳,1,1,0,0
20000,長野県,female_60_plus,女,60歳以上,1,0,1,1
20000,長野県,female_unknown,女,不詳/その他,0,0,0,0
01210,岩見沢市,both_total,総数,総数,38,17,21,21
01210,岩見沢市,both_0_9,総数,0-9歳,1,3,-2,2
01210,岩見沢市,both_10_19,総数,10-19歳,5,2,3,3
01210,岩見沢市,both_20_29,総数,20-29歳,16,2,14,14
01210,岩見沢市,both_30_39,総数,30-39歳,9,4,5,5
01210,岩見沢市,both_40_49,総数,40-49歳,0,3,-3,3
01210,岩見沢市,both_50_59,総数,50-59歳,2,0,2,2
01210,岩見沢市,both_60_plus,総数,60歳以上,5,3,2,2
01210,岩見沢市,both_unknown,総数,不詳/その他,0,0,0,0
01210,岩見沢市,male_total,男,総数,23,10,13,13
01210,岩見沢市,male_0_9,男,0-9歳,0,2,-2,2
01210,岩見沢市,male_10_19,男,10-19歳,2,2,0,0
01210,岩見沢市,male_20_29,男,20-29歳,12,1,11,11
01210,岩見沢市,male_30_39,男,30-39歳,7,1,6,6
01210,岩見沢市,male_40_49,男,40-49歳,0,2,-2,2
01210,岩見沢市,male_50_59,男,50-59歳,1,0,1,1
01210,岩見沢市,male_60_plus,男,60歳以上,1,2,-1,1
01210,岩見沢市,male_unknown,男,不詳/その他,0,0,0,0
01210,岩見沢市,female_total,女,総数,15,7,8,8
01210,岩見沢市,female_0_9,女,0-9歳,1,1,0,0
01210,岩見沢市,female_10_19,女,10-19歳,3,0,3,3
01210,岩見沢市,female_20_29,女,20-29歳,4,1,3,3
01210,岩見沢市,female_30_39,女,30-39歳,2,3,-1,1
01210,岩見沢市,female_40_49,女,40-49歳,0,1,-1,1
01210,岩見沢市,female_50_59,女,50-59歳,1,0,1,1
01210,岩見沢市,female_60_plus,女,60歳以上,4,1,3,3
01210,岩見沢市,female_unknown,女,不詳/その他,0,0,0,0
10000,群馬県,both_total,総数,総数,42,21,21,21
10000,群馬県,both_0_9,総数,0-9歳,4,0,4,4
10000,群馬県,both_10_19,総数,10-19歳,10,1,9,9
10000,群馬県,both_20_29,総数,20-29歳,15,12,3,3
10000,群馬県,both_30_39,総数,30-39歳,8,3,5,5
10000,群馬県,both_40_49,総数,40-49歳,5,5,0,0
10000,群馬県,both_50_59,総数,50-59歳,0,0,0,0
10000,群馬県,both_60_plus,総数,60歳以上,0,0,0,0
10000,群馬県,both_unknown,総数,不詳/その他,0,0,0,0
10000,群馬県,male_total,男,総数,25,16,9,9
10000,群馬県,male_0_9,男,0-9歳,3,0,3,3
10000,群馬県,male_10_19,男,10-19歳,5,0,5,5
10000,群馬県,male_20_29,男,20-29歳,7,11,-4,4
10000,群馬県,male_30_39,男,30-39歳,6,2,4,4
10000,群馬県,male_40_49,男,40-49歳,4,3,1,1
10000,群馬県,male_50_59,男,50-59歳,0,0,0,0
10000,群馬県,male_60_plus,男,60歳以上,0,0,0,0
10000,群馬県,male_unknown,男,不詳/その他,0,0,0,0
10000,群馬県,female_total,女,総数,17,5,12,12
10000,群馬県,female_0_9,女,0-9歳,1,0,1,1
10000,群馬県,female_10_19,女,10-19歳,5,1,4,4
10000,群馬県,female_20_29,女,20-29歳,8,1,7,7
10000,群馬県,female_30_39,女,30-39歳,2,1,1,1
10000,群馬県,female_40_49,女,40-49歳,1,2,-1,1
10000,群馬県,female_50_59,女,50-59歳,0,0,0,0
10000,群馬県,female_60_plus,女,60歳以上,0,0,0,0
10000,群馬県,female_unknown,女,不詳/その他,0,0,0,0
26000,京都府,both_total,総数,総数,54,34,20,20
26000,京都府,both_0_9,総数,0-9歳,8,1,7,7
26000,京都府,both_10_19,総数,10-19歳,4,5,-1,1
26000,京都府,both_20_29,総数,20-29歳,13,8,5,5
26000,京都府,both_30_39,総数,30-39歳,11,9,2,2
26000,京都府,both_40_49,総数,40-49歳,4,7,-3,3
26000,京都府,both_50_59,総数,50-59歳,14,4,10,10
26000,京都府,both_60_plus,総数,60歳以上,0,0,0,0
26000,京都府,both_unknown,総数,不詳/その他,0,0,0,0
26000,京都府,male_total,男,総数,35,17,18,18
26000,京都府,male_0_9,男,0-9歳,4,0,4,4
26000,京都府,male_10_19,男,10-19歳,3,1,2,2
26000,京都府,male_20_29,男,20-29歳,9,5,4,4
26000,京都府,male_30_39,男,30-39歳,7,4,3,3
26000,京都府,male_40_49,男,40-49歳,3,5,-2,2
26000,京都府,male_50_59,男,50-59歳,9,2,7,7
26000,京都府,male_60_plus,男,60歳以上,0,0,0,0
26000,京都府,male_unknown,男,不詳/その他,0,0,0,0
26000,京都府,female_total,女,総数,19,17,2,2
26000,京都府,female_0_9,女,0-9歳,4,1,3,3
26000,京都府,female_10_19,女,10-19歳,1,4,-3,3
26000,京都府,female_20_29,女,20-29歳,4,3,1,1
26000,京都府,female_30_39,女,30-39歳,4,5,-1,1
26000,京都府,female_40_49,女,40-49歳,1,2,-1,1
26000,京都府,female_50_59,女,50-59歳,5,2,3,3
26000,京都府,female_60_plus,女,60歳以上,0,0,0,0
26000,京都府,female_unknown,女,不詳/その他,0,0,0,0
33000,岡山県,both_total,総数,総数,19,0,19,19
33000,岡山県,both_0_9,総数,0-9歳,0,0,0,0
33000,岡山県,both_10_19,総数,10-19歳,1,0,1,1
33000,岡山県,both_20_29,総数,20-29歳,9,0,9,9
33000,岡山県,both_30_39,総数,30-39歳,3,0,3,3
33000,岡山県,both_40_49,総数,40-49歳,0,0,0,0
33000,岡山県,both_50_59,総数,50-59歳,4,0,4,4
33000,岡山県,both_60_plus,総数,60歳以上,2,0,2,2
33000,岡山県,both_unknown,総数,不詳/その他,0,0,0,0
33000,岡山県,male_total,男,総数,15,0,15,15
33000,岡山県,male_0_9,男,0-9歳,0,0,0,0
33000,岡山県,male_10_19,男,10-19歳,1,0,1,1
33000,岡山県,male_20_29,男,20-29歳,7,0,7,7
33000,岡山県,male_30_39,男,30-39歳,3,0,3,3
33000,岡山県,male_40_49,男,40-49歳,0,0,0,0
33000,岡山県,male_50_59,男,50-59歳,3,0,3,3
33000,岡山県,male_60_plus,男,60歳以上,1,0,1,1
33000,岡山県,male_unknown,男,不詳/その他,0,0,0,0
33000,岡山県,female_total,女,総数,4,0,4,4
33000,岡山県,female_0_9,女,0-9歳,0,0,0,0
33000,岡山県,female_10_19,女,10-19歳,0,0,0,0
33000,岡山県,female_20_29,女,20-29歳,2,0,2,2
33000,岡山県,female_30_39,女,30-39歳,0,0,0,0
33000,岡山県,female_40_49,女,40-49歳,0,0,0,0
33000,岡山県,female_50_59,女,50-59歳,1,0,1,1
33000,岡山県,female_60_plus,女,60歳以上,1,0,1,1
33000,岡山県,female_unknown,女,不詳/その他,0,0,0,0
01217,江別市,both_total,総数,総数,47,65,-18,18
01217,江別市,both_0_9,総数,0-9歳,0,8,-8,8
01217,江別市,both_10_19,総数,10-19歳,5,4,1,1
01217,江別市,both_20_29,総数,20-29歳,20,25,-5,5
01217,江別市,both_30_39,総数,30-39歳,4,13,-9,9
01217,江別市,both_40_49,総数,40-49歳,2,2,0,0
01217,江別市,both_50_59,総数,50-59歳,7,6,1,1
01217,江別市,both_60_plus,総数,60歳以上,9,7,2,2
01217,江別市,both_unknown,総数,不詳/その他,0,0,0,0
01217,江別市,male_total,男,総数,24,35,-11,11
01217,江別市,male_0_9,男,0-9歳,0,4,-4,4
01217,江別市,male_10_19,男,10-19歳,3,1,2,2
01217,江別市,male_20_29,男,20-29歳,9,10,-1,1
01217,江別市,male_30_39,男,30-39歳,2,9,-7,7
01217,江別市,male_40_49,男,40-49歳,2,2,0,0
01217,江別市,male_50_59,男,50-59歳,3,3,0,0
01217,江別市,male_60_plus,男,60歳以上,5,6,-1,1
01217,江別市,male_unknown,男,不詳/その他,0,0,0,0
01217,江別市,female_total,女,総数,23,30,-7,7
01217,江別市,female_0_9,女,0-9歳,0,4,-4,4
01217,江別市,female_10_19,女,10-19歳,2,3,-1,1
01217,江別市,female_20_29,女,20-29歳,11,15,-4,4
01217,江別市,female_30_39,女,30-39歳,2,4,-2,2
01217,江別市,female_40_49,女,40-49歳,0,0,0,0
01217,江別市,female_50_59,女,50-59歳,4,3,1,1
01217,江別市,female_60_plus,女,60歳以上,4,1,3,3
01217,江別市,female_unknown,女,不詳/その他,0,0,0,0
23000,愛知県,both_total,総数,総数,119,101,18,18
23000,愛知県,both_0_9,総数,0-9歳,15,8,7,7
23000,愛知県,both_10_19,総数,10-19歳,8,6,2,2
23000,愛知県,both_20_29,総数,20-29歳,37,40,-3,3
23000,愛知県,both_30_39,総数,30-39歳,21,23,-2,2
23000,愛知県,both_40_49,総数,40-49歳,26,13,13,13
23000,愛知県,both_50_59,総数,50-59歳,10,6,4,4
23000,愛知県,both_60_plus,総数,60歳以上,2,5,-3,3
23000,愛知県,both_unknown,総数,不詳/その他,0,0,0,0
23000,愛知県,male_total,男,総数,79,67,12,12
23000,愛知県,male_0_9,男,0-9歳,8,2,6,6
23000,愛知県,male_10_19,男,10-19歳,5,5,0,0
23000,愛知県,male_20_29,男,20-29歳,25,26,-1,1
23000,愛知県,male_30_39,男,30-39歳,13,12,1,1
23000,愛知県,male_40_49,男,40-49歳,18,12,6,6
23000,愛知県,male_50_59,男,50-59歳,9,6,3,3
23000,愛知県,male_60_plus,男,60歳以上,1,4,-3,3
23000,愛知県,male_unknown,男,不詳/その他,0,0,0,0
23000,愛知県,female_total,女,総数,40,34,6,6
23000,愛知県,female_0_9,女,0-9歳,7,6,1,1
23000,愛知県,female_10_19,女,10-19歳,3,1,2,2
23000,愛知県,female_20_29,女,20-29歳,12,14,-2,2
23000,愛知県,female_30_39,女,30-39歳,8,11,-3,3
23000,愛知県,female_40_49,女,40-49歳,8,1,7,7
23000,愛知県,female_50_59,女,50-59歳,1,0,1,1
23000,愛知県,female_60_plus,女,60歳以上,1,1,0,0
23000,愛知県,female_unknown,女,不詳/その他,0,0,0,0
27000,大阪府,both_total,総数,総数,111,94,17,17
27000,大阪府,both_0_9,総数,0-9歳,9,8,1,1
27000,大阪府,both_10_19,総数,10-19歳,8,8,0,0
27000,大阪府,both_20_29,総数,20-29歳,43,36,7,7
27000,大阪府,both_30_39,総数,30-39歳,27,20,7,7
27000,大阪府,both_40_49,総数,40-49歳,10,11,-1,1
27000,大阪府,both_50_59,総数,50-59歳,12,9,3,3
27000,大阪府,both_60_plus,総数,60歳以上,2,2,0,0
27000,大阪府,both_unknown,総数,不詳/その他,0,0,0,0
27000,大阪府,male_total,男,総数,68,48,20,20
27000,大阪府,male_0_9,男,0-9歳,5,6,-1,1
27000,大阪府,male_10_19,男,10-19歳,3,2,1,1
27000,大阪府,male_20_29,男,20-29歳,25,19,6,6
27000,大阪府,male_30_39,男,30-39歳,17,9,8,8
27000,大阪府,male_40_49,男,40-49歳,9,7,2,2
27000,大阪府,male_50_59,男,50-59歳,8,4,4,4
27000,大阪府,male_60_plus,男,60歳以上,1,1,0,0
27000,大阪府,male_unknown,男,不詳/その他,0,0,0,0
27000,大阪府,female_total,女,総数,43,46,-3,3
27000,大阪府,female_0_9,女,0-9歳,4,2,2,2
27000,大阪府,female_10_19,女,10-19歳,5,6,-1,1
27000,大阪府,female_20_29,女,20-29歳,18,17,1,1
27000,大阪府,female_30_39,女,30-39歳,10,11,-1,1
27000,大阪府,female_40_49,女,40-49歳,1,4,-3,3
27000,大阪府,female_50_59,女,50-59歳,4,5,-1,1
27000,大阪府,female_60_plus,女,60歳以上,1,1,0,0
27000,大阪府,female_unknown,女,不詳/その他,0,0,0,0
01205,室蘭市,both_total,総数,総数,54,38,16,16
01205,室蘭市,both_0_9,総数,0-9歳,4,0,4,4
01205,室蘭市,both_10_19,総数,10-19歳,8,2,6,6
01205,室蘭市,both_20_29,総数,20-29歳,21,23,-2,2
01205,室蘭市,both_30_39,総数,30-39歳,14,3,11,11
01205,室蘭市,both_40_49,総数,40-49歳,3,4,-1,1
01205,室蘭市,both_50_59,総数,50-59歳,0,6,-6,6
01205,室蘭市,both_60_plus,総数,60歳以上,4,0,4,4
01205,室蘭市,both_unknown,総数,不詳/その他,0,0,0,0
01205,室蘭市,male_total,男,総数,34,29,5,5
01205,室蘭市,male_0_9,男,0-9歳,0,0,0,0
01205,室蘭市,male_10_19,男,10-19歳,5,2,3,3
01205,室蘭市,male_20_29,男,20-29歳,16,15,1,1
01205,室蘭市,male_30_39,男,30-39歳,8,3,5,5
01205,室蘭市,male_40_49,男,40-49歳,3,3,0,0
01205,室蘭市,male_50_59,男,50-59歳,0,6,-6,6
01205,室蘭市,male_60_plus,男,60歳以上,2,0,2,2
01205,室蘭市,male_unknown,男,不詳/その他,0,0,0,0
01205,室蘭市,female_total,女,総数,20,9,11,11
01205,室蘭市,female_0_9,女,0-9歳,4,0,4,4
01205,室蘭市,female_10_19,女,10-19歳,3,0,3,3
01205,室蘭市,female_20_29,女,20-29歳,5,8,-3,3
01205,室蘭市,female_30_39,女,30-39歳,6,0,6,6
01205,室蘭市,female_40_49,女,40-49歳,0,1,-1,1
01205,室蘭市,female_50_59,女,50-59歳,0,0,0,0
01205,室蘭市,female_60_plus,女,60歳以上,2,0,2,2
01205,室蘭市,female_unknown,女,不詳/その他,0,0,0,0
08000,茨城県,both_total,総数,総数,37,53,-16,16
08000,茨城県,both_0_9,総数,0-9歳,3,3,0,0
08000,茨城県,both_10_19,総数,10-19歳,4,7,-3,3
08000,茨城県,both_20_29,総数,20-29歳,13,16,-3,3
08000,茨城県,both_30_39,総数,30-39歳,6,10,-4,4
08000,茨城県,both_40_49,総数,40-49歳,6,13,-7,7
08000,茨城県,both_50_59,総数,50-59歳,5,4,1,1
08000,茨城県,both_60_plus,総数,60歳以上,0,0,0,0
08000,茨城県,both_unknown,総数,不詳/その他,0,0,0,0
08000,茨城県,male_total,男,総数,23,34,-11,11
08000,茨城県,male_0_9,男,0-9歳,2,1,1,1
08000,茨城県,male_10_19,男,10-19歳,4,3,1,1
08000,茨城県,male_20_29,男,20-29歳,6,12,-6,6
08000,茨城県,male_30_39,男,30-39歳,3,8,-5,5
08000,茨城県,male_40_49,男,40-49歳,4,7,-3,3
08000,茨城県,male_50_59,男,50-59歳,4,3,1,1
08000,茨城県,male_60_plus,男,60歳以上,0,0,0,0
08000,茨城県,male_unknown,男,不詳/その他,0,0,0,0
08000,茨城県,female_total,女,総数,14,19,-5,5
08000,茨城県,female_0_9,女,0-9歳,1,2,-1,1
08000,茨城県,female_10_19,女,10-19歳,0,4,-4,4
08000,茨城県,female_20_29,女,20-29歳,7,4,3,3
08000,茨城県,female_30_39,女,30-39歳,3,2,1,1
08000,茨城県,female_40_49,女,40-49歳,2,6,-4,4
08000,茨城県,female_50_59,女,50-59歳,1,1,0,0
08000,茨城県,female_60_plus,女,60歳以上,0,0,0,0
08000,茨城県,female_unknown,女,不詳/その他,0,0,0,0
46000,鹿児島県,both_total,総数,総数,22,38,-16,16
46000,鹿児島県,both_0_9,総数,0-9歳,0,5,-5,5
46000,鹿児島県,both_10_19,総数,10-19歳,1,3,-2,2
46000,鹿児島県,both_20_29,総数,20-29歳,9,12,-3,3
46000,鹿児島県,both_30_39,総数,30-39歳,1,6,-5,5
46000,鹿児島県,both_40_49,総数,40-49歳,6,8,-2,2
46000,鹿児島県,both_50_59,総数,50-59歳,1,3,-2,2
46000,鹿児島県,both_60_plus,総数,60歳以上,4,1,3,3
46000,鹿児島県,both_unknown,総数,不詳/その他,0,0,0,0
46000,鹿児島県,male_total,男,総数,14,18,-4,4
46000,鹿児島県,male_0_9,男,0-9歳,0,2,-2,2
46000,鹿児島県,male_10_19,男,10-19歳,1,1,0,0
46000,鹿児島県,male_20_29,男,20-29歳,2,2,0,0
46000,鹿児島県,male_30_39,男,30-39歳,1,4,-3,3
46000,鹿児島県,male_40_49,男,40-49歳,6,5,1,1
46000,鹿児島県,male_50_59,男,50-59歳,1,3,-2,2
46000,鹿児島県,male_60_plus,男,60歳以上,3,1,2,2
46000,鹿児島県,male_unknown,男,不詳/その他,0,0,0,0
46000,鹿児島県,female_total,女,総数,8,20,-12,12
46000,鹿児島県,female_0_9,女,0-9歳,0,3,-3,3
46000,鹿児島県,female_10_19,女,10-19歳,0,2,-2,2
46000,鹿児島県,female_20_29,女,20-29歳,7,10,-3,3
46000,鹿児島県,female_30_39,女,30-39歳,0,2,-2,2
46000,鹿児島県,female_40_49,女,40-49歳,0,3,-3,3
46000,鹿児島県,female_50_59,女,50-59歳,0,0,0,0
46000,鹿児島県,female_60_plus,女,60歳以上,1,0,1,1
46000,鹿児島県,female_unknown,女,不詳/その他,0,0,0,0
01610,新ひだか町,both_total,総数,総数,44,29,15,15
01610,新ひだか町,both_0_9,総数,0-9歳,6,7,-1,1
01610,新ひだか町,both_10_19,総数,10-19歳,8,3,5,5
01610,新ひだか町,both_20_29,総数,20-29歳,11,4,7,7
01610,新ひだか町,both_30_39,総数,30-39歳,8,6,2,2
01610,新ひだか町,both_40_49,総数,40-49歳,3,6,-3,3
01610,新ひだか町,both_50_59,総数,50-59歳,6,3,3,3
01610,新ひだか町,both_60_plus,総数,60歳以上,2,0,2,2
01610,新ひだか町,both_unknown,総数,不詳/その他,0,0,0,0
01610,新ひだか町,male_total,男,総数,25,21,4,4
01610,新ひだか町,male_0_9,男,0-9歳,3,5,-2,2
01610,新ひだか町,male_10_19,男,10-19歳,5,2,3,3
01610,新ひだか町,male_20_29,男,20-29歳,4,4,0,0
01610,新ひだか町,male_30_39,男,30-39歳,5,3,2,2
01610,新ひだか町,male_40_49,男,40-49歳,2,5,-3,3
01610,新ひだか町,male_50_59,男,50-59歳,5,2,3,3
01610,新ひだか町,male_60_plus,男,60歳以上,1,0,1,1
01610,新ひだか町,male_unknown,男,不詳/その他,0,0,0,0
01610,新ひだか町,female_total,女,総数,19,8,11,11
01610,新ひだか町,female_0_9,女,0-9歳,3,2,1,1
01610,新ひだか町,female_10_19,女,10-19歳,3,1,2,2
01610,新ひだか町,female_20_29,女,20-29歳,7,0,7,7
01610,新ひだか町,female_30_39,女,30-39歳,3,3,0,0
01610,新ひだか町,female_40_49,女,40-49歳,1,1,0,0
01610,新ひだか町,female_50_59,女,50-59歳,1,1,0,0
01610,新ひだか町,female_60_plus,女,60歳以上,1,0,1,1
01610,新ひだか町,female_unknown,女,不詳/その他,0,0,0,0
01208,北見市,both_total,総数,総数,38,24,14,14
01208,北見市,both_0_9,総数,0-9歳,6,1,5,5
01208,北見市,both_10_19,総数,10-19歳,10,3,7,7
01208,北見市,both_20_29,総数,20-29歳,9,11,-2,2
01208,北見市,both_30_39,総数,30-39歳,6,2,4,4
01208,北見市,both_40_49,総数,40-49歳,2,6,-4,4
01208,北見市,both_50_59,総数,50-59歳,2,0,2,2
01208,北見市,both_60_plus,総数,60歳以上,3,1,2,2
01208,北見市,both_unknown,総数,不詳/その他,0,0,0,0
01208,北見市,male_total,男,総数,18,15,3,3
01208,北見市,male_0_9,男,0-9歳,2,1,1,1
01208,北見市,male_10_19,男,10-19歳,5,1,4,4
01208,北見市,male_20_29,男,20-29歳,5,7,-2,2
01208,北見市,male_30_39,男,30-39歳,3,1,2,2
01208,北見市,male_40_49,男,40-49歳,1,4,-3,3
01208,北見市,male_50_59,男,50-59歳,1,0,1,1
01208,北見市,male_60_plus,男,60歳以上,1,1,0,0
01208,北見市,male_unknown,男,不詳/その他,0,0,0,0
01208,北見市,female_total,女,総数,20,9,11,11
01208,北見市,female_0_9,女,0-9歳,4,0,4,4
01208,北見市,female_10_19,女,10-19歳,5,2,3,3
01208,北見市,female_20_29,女,20-29歳,4,4,0,0
01208,北見市,female_30_39,女,30-39歳,3,1,2,2
01208,北見市,female_40_49,女,40-49歳,1,2,-1,1
01208,北見市,female_50_59,女,50-59歳,1,0,1,1
01208,北見市,female_60_plus,女,60歳以上,2,0,2,2
01208,北見市,female_unknown,女,不詳/その他,0,0,0,0
01691,別海町,both_total,総数,総数,0,14,-14,14
01691,別海町,both_0_9,総数,0-9歳,0,0,0,0
01691,別海町,both_10_19,総数,10-19歳,0,2,-2,2
01691,別海町,both_20_29,総数,20-29歳,0,5,-5,5
01691,別海町,both_30_39,総数,30-39歳,0,4,-4,4
01691,別海町,both_40_49,総数,40-49歳,0,2,-2,2
01691,別海町,both_50_59,総数,50-59歳,0,1,-1,1
01691,別海町,both_60_plus,総数,60歳以上,0,0,0,0
01691,別海町,both_unknown,総数,不詳/その他,0,0,0,0
01691,別海町,male_total,男,総数,0,9,-9,9
01691,別海町,male_0_9,男,0-9歳,0,0,0,0
01691,別海町,male_10_19,男,10-19歳,0,1,-1,1
01691,別海町,male_20_29,男,20-29歳,0,4,-4,4
01691,別海町,male_30_39,男,30-39歳,0,2,-2,2
01691,別海町,male_40_49,男,40-49歳,0,1,-1,1
01691,別海町,male_50_59,男,50-59歳,0,1,-1,1
01691,別海町,male_60_plus,男,60歳以上,0,0,0,0
01691,別海町,male_unknown,男,不詳/その他,0,0,0,0
01691,別海町,female_total,女,総数,0,5,-5,5
01691,別海町,female_0_9,女,0-9歳,0,0,0,0
01691,別海町,female_10_19,女,10-19歳,0,1,-1,1
01691,別海町,female_20_29,女,20-29歳,0,1,-1,1
01691,別海町,female_30_39,女,30-39歳,0,2,-2,2
01691,別海町,female_40_49,女,40-49歳,0,1,-1,1
01691,別海町,female_50_59,女,50-59歳,0,0,0,0
01691,別海町,female_60_plus,女,60歳以上,0,0,0,0
01691,別海町,female_unknown,女,不詳/その他,0,0,0,0
01228,深川市,both_total,総数,総数,13,0,13,13
01228,深川市,both_0_9,総数,0-9歳,2,0,2,2
01228,深川市,both_10_19,総数,10-19歳,4,0,4,4
01228,深川市,both_20_29,総数,20-29歳,7,0,7,7
01228,深川市,both_30_39,総数,30-39歳,0,0,0,0
01228,深川市,both_40_49,総数,40-49歳,0,0,0,0
01228,深川市,both_50_59,総数,50-59歳,0,0,0,0
01228,深川市,both_60_plus,総数,60歳以上,0,0,0,0
01228,深川市,both_unknown,総数,不詳/その他,0,0,0,0
01228,深川市,male_total,男,総数,6,0,6,6
01228,深川市,male_0_9,男,0-9歳,1,0,1,1
01228,深川市,male_10_19,男,10-19歳,1,0,1,1
01228,深川市,male_20_29,男,20-29歳,4,0,4,4
01228,深川市,male_30_39,男,30-39歳,0,0,0,0
01228,深川市,male_40_49,男,40-49歳,0,0,0,0
01228,深川市,male_50_59,男,50-59歳,0,0,0,0
01228,深川市,male_60_plus,男,60歳以上,0,0,0,0
01228,深川市,male_unknown,男,不詳/その他,0,0,0,0
01228,深川市,female_total,女,総数,7,0,7,7
01228,深川市,female_0_9,女,0-9歳,1,0,1,1
01228,深川市,female_10_19,女,10-19歳,3,0,3,3
01228,深川市,female_20_29,女,20-29歳,3,0,3,3
01228,深川市,female_30_39,女,30-39歳,0,0,0,0
01228,深川市,female_40_49,女,40-49歳,0,0,0,0
01228,深川市,female_50_59,女,50-59歳,0,0,0,0
01228,深川市,female_60_plus,女,60歳以上,0,0,0,0
01228,深川市,female_unknown,女,不詳/その他,0,0,0,0
01230,登別市,both_total,総数,総数,37,24,13,13
01230,登別市,both_0_9,総数,0-9歳,7,1,6,6
01230,登別市,both_10_19,総数,10-19歳,3,5,-2,2
01230,登別市,both_20_29,総数,20-29歳,14,7,7,7
01230,登別市,both_30_39,総数,30-39歳,6,2,4,4
01230,登別市,both_40_49,総数,40-49歳,4,1,3,3
01230,登別市,both_50_59,総数,50-59歳,2,2,0,0
01230,登別市,both_60_plus,総数,60歳以上,1,6,-5,5
01230,登別市,both_unknown,総数,不詳/その他,0,0,0,0
01230,登別市,male_total,男,総数,21,17,4,4
01230,登別市,male_0_9,男,0-9歳,4,1,3,3
01230,登別市,male_10_19,男,10-19歳,2,4,-2,2
01230,登別市,male_20_29,男,20-29歳,9,6,3,3
01230,登別市,male_30_39,男,30-39歳,3,1,2,2
01230,登別市,male_40_49,男,40-49歳,2,1,1,1
01230,登別市,male_50_59,男,50-59歳,1,1,0,0
01230,登別市,male_60_plus,男,60歳以上,0,3,-3,3
01230,登別市,male_unknown,男,不詳/その他,0,0,0,0
01230,登別市,female_total,女,総数,16,7,9,9
01230,登別市,female_0_9,女,0-9歳,3,0,3,3
01230,登別市,female_10_19,女,10-19歳,1,1,0,0
01230,登別市,female_20_29,女,20-29歳,5,1,4,4
01230,登別市,female_30_39,女,30-39歳,3,1,2,2
01230,登別市,female_40_49,女,40-49歳,2,0,2,2
01230,登別市,female_50_59,女,50-59歳,1,1,0,0
01230,登別市,female_60_plus,女,60歳以上,1,3,-2,2
01230,登別市,female_unknown,女,不詳/その他,0,0,0,0
