code,name,metric,sex,age,in,out,net,abs
01233,伊達市,both_total,総数,総数,13,0,13,13
01233,伊達市,both_0_9,総数,0-9歳,1,0,1,1
01233,伊達市,both_10_19,総数,10-19歳,1,0,1,1
01233,伊達市,both_20_29,総数,20-29歳,6,0,6,6
01233,伊達市,both_30_39,総数,30-39歳,1,0,1,1
01233,伊達市,both_40_49,総数,40-49歳,0,0,0,0
01233,伊達市,both_50_59,総数,50-59歳,0,0,0,0
01233,伊達市,both_60_plus,総数,60歳以上,4,0,4,4
01233,伊達市,both_unknown,総数,不詳/その他,0,0,0,0
01233,伊達市,male_total,男,総数,4,0,4,4
01233,伊達市,male_0_9,男,0-9歳,0,0,0,0
01233,伊達市,male_10_19,男,10-19歳,0,0,0,0
01233,伊達市,male_20_29,男,20-29歳,3,0,3,3
01233,伊達市,male_30_39,男,30-39歳,0,0,0,0
01233,伊達市,male_40_49,男,40-49歳,0,0,0,0
01233,伊達市,male_50_59,男,50-59歳,0,0,0,0
01233,伊達市,male_60_plus,男,60歳以上,1,0,1,1
01233,伊達市,male_unknown,男,不詳/その他,0,0,0,0
01233,伊達市,female_total,女,総数,9,0,9,9
01233,伊達市,female_0_9,女,0-9歳,1,0,1,1
01233,伊達市,female_10_19,女,10-19歳,1,0,1,1
01233,伊達市,female_20_29,女,20-29歳,3,0,3,3
01233,伊達市,female_30_39,女,30-39歳,1,0,1,1
01233,伊達市,female_40_49,女,40-49歳,0,0,0,0
01233,伊達市,female_50_59,女,50-59歳,0,0,0,0
01233,伊達市,female_60_plus,女,60歳以上,3,0,3,3
01233,伊達市,female_unknown,女,不詳/その他,0,0,0,0
01346,八雲町,both_total,総数,総数,23,10,13,13
01346,八雲町,both_0_9,総数,0-9歳,3,0,3,3
01346,八雲町,both_10_19,総数,10-19歳,0,0,0,0
01346,八雲町,both_20_29,総数,20-29歳,4,5,-1,1
01346,八雲町,both_30_39,総数,30-39歳,3,1,2,2
01346,八雲町,both_40_49,総数,40-49歳,6,3,3,3
01346,八雲町,both_50_59,総数,50-59歳,5,1,4,4
01346,八雲町,both_60_plus,総数,60歳以上,2,0,2,2
01346,八雲町,both_unknown,総数,不詳/その他,0,0,0,0
01346,八雲町,male_total,男,総数,15,8,7,7
01346,八雲町,male_0_9,男,0-9歳,1,0,1,1
01346,八雲町,male_10_19,男,10-19歳,0,0,0,0
01346,八雲町,male_20_29,男,20-29歳,3,4,-1,1
01346,八雲町,male_30_39,男,30-39歳,2,1,1,1
01346,八雲町,male_40_49,男,40-49歳,5,2,3,3
01346,八雲町,male_50_59,男,50-59歳,4,1,3,3
01346,八雲町,male_60_plus,男,60歳以上,0,0,0,0
01346,八雲町,male_unknown,男,不詳/その他,0,0,0,0
01346,八雲町,female_total,女,総数,8,2,6,6
01346,八雲町,female_0_9,女,0-9歳,2,0,2,2
01346,八雲町,female_10_19,女,10-19歳,0,0,0,0
01346,八雲町,female_20_29,女,20-29歳,1,1,0,0
01346,八雲町,female_30_39,女,30-39歳,1,0,1,1
01346,八雲町,female_40_49,女,40-49歳,1,1,0,0
01346,八雲町,female_50_59,女,50-59歳,1,0,1,1
01346,八雲町,female_60_plus,女,60歳以上,2,0,2,2
01346,八雲町,female_unknown,女,不詳/その他,0,0,0,0
25000,滋賀県,both_total,総数,総数,28,15,13,13
25000,滋賀県,both_0_9,総数,0-9歳,0,0,0,0
25000,滋賀県,both_10_19,総数,10-19歳,2,2,0,0
25000,滋賀県,both_20_29,総数,20-29歳,10,10,0,0
25000,滋賀県,both_30_39,総数,30-39歳,3,2,1,1
25000,滋賀県,both_40_49,総数,40-49歳,5,0,5,5
25000,滋賀県,both_50_59,総数,50-59歳,4,1,3,3
25000,滋賀県,both_60_plus,総数,60歳以上,4,0,4,4
25000,滋賀県,both_unknown,総数,不詳/その他,0,0,0,0
25000,滋賀県,male_total,男,総数,23,11,12,12
25000,滋賀県,male_0_9,男,0-9歳,0,0,0,0
25000,滋賀県,male_10_19,男,10-19歳,2,0,2,2
25000,滋賀県,male_20_29,男,20-29歳,9,8,1,1
25000,滋賀県,male_30_39,男,30-39歳,2,2,0,0
25000,滋賀県,male_40_49,男,40-49歳,4,0,4,4
25000,滋賀県,male_50_59,男,50-59歳,3,1,2,2
25000,滋賀県,male_60_plus,男,60歳以上,3,0,3,3
25000,滋賀県,male_unknown,男,不詳/その他,0,0,0,0
25000,滋賀県,female_total,女,総数,5,4,1,1
25000,滋賀県,female_0_9,女,0-9歳,0,0,0,0
25000,滋賀県,female_10_19,女,10-19歳,0,2,-2,2
25000,滋賀県,female_20_29,女,20-29歳,1,2,-1,1
25000,滋賀県,female_30_39,女,30-39歳,1,0,1,1
25000,滋賀県,female_40_49,女,40-49歳,1,0,1,1
25000,滋賀県,female_50_59,女,50-59歳,1,0,1,1
25000,滋賀県,female_60_plus,女,60歳以上,1,0,1,1
25000,滋賀県,female_unknown,女,不詳/その他,0,0,0,0
01543,美幌町,both_total,総数,総数,12,0,12,12
01543,美幌町,both_0_9,総数,0-9歳,0,0,0,0
01543,美幌町,both_10_19,総数,10-19歳,5,0,5,5
01543,美幌町,both_20_29,総数,20-29歳,3,0,3,3
01543,美幌町,both_30_39,総数,30-39歳,1,0,1,1
01543,美幌町,both_40_49,総数,40-49歳,3,0,3,3
01543,美幌町,both_50_59,総数,50-59歳,0,0,0,0
01543,美幌町,both_60_plus,総数,60歳以上,0,0,0,0
01543,美幌町,both_unknown,総数,不詳/その他,0,0,0,0
01543,美幌町,male_total,男,総数,11,0,11,11
01543,美幌町,male_0_9,男,0-9歳,0,0,0,0
01543,美幌町,male_10_19,男,10-19歳,5,0,5,5
01543,美幌町,male_20_29,男,20-29歳,3,0,3,3
01543,美幌町,male_30_39,男,30-39歳,0,0,0,0
01543,美幌町,male_40_49,男,40-49歳,3,0,3,3
01543,美幌町,male_50_59,男,50-59歳,0,0,0,0
01543,美幌町,male_60_plus,男,60歳以上,0,0,0,0
01543,美幌町,male_unknown,男,不詳/その他,0,0,0,0
01543,美幌町,female_total,女,総数,1,0,1,1
01543,美幌町,female_0_9,女,0-9歳,0,0,0,0
01543,美幌町,female_10_19,女,10-19歳,0,0,0,0
01543,美幌町,female_20_29,女,20-29歳,0,0,0,0
01543,美幌町,female_30_39,女,30-39歳,1,0,1,1
01543,美幌町,female_40_49,女,40-49歳,0,0,0,0
01543,美幌町,female_50_59,女,50-59歳,0,0,0,0
01543,美幌町,female_60_plus,女,60歳以上,0,0,0,0
01543,美幌町,female_unknown,女,不詳/その他,0,0,0,0
01609,えりも町,both_total,総数,総数,12,0,12,12
01609,えりも町,both_0_9,総数,0-9歳,2,0,2,2
01609,えりも町,both_10_19,総数,10-19歳,2,0,2,2
01609,えりも町,both_20_29,総数,20-29歳,0,0,0,0
01609,えりも町,both_30_39,総数,30-39歳,4,0,4,4
01609,えりも町,both_40_49,総数,40-49歳,2,0,2,2
01609,えりも町,both_50_59,総数,50-59歳,2,0,2,2
01609,えりも町,both_60_plus,総数,60歳以上,0,0,0,0
01609,えりも町,both_unknown,総数,不詳/その他,0,0,0,0
01609,えりも町,male_total,男,総数,5,0,5,5
01609,えりも町,male_0_9,男,0-9歳,0,0,0,0
01609,えりも町,male_10_19,男,10-19歳,0,0,0,0
01609,えりも町,male_20_29,男,20-29歳,0,0,0,0
01609,えりも町,male_30_39,男,30-39歳,2,0,2,2
01609,えりも町,male_40_49,男,40-49歳,2,0,2,2
01609,えりも町,male_50_59,男,50-59歳,1,0,1,1
01609,えりも町,male_60_plus,男,60歳以上,0,0,0,0
01609,えりも町,male_unknown,男,不詳/その他,0,0,0,0
01609,えりも町,female_total,女,総数,7,0,7,7
01609,えりも町,female_0_9,女,0-9歳,2,0,2,2
01609,えりも町,female_10_19,女,10-19歳,2,0,2,2
01609,えりも町,female_20_29,女,20-29歳,0,0,0,0
01609,えりも町,female_30_39,女,30-39歳,2,0,2,2
01609,えりも町,female_40_49,女,40-49歳,0,0,0,0
01609,えりも町,female_50_59,女,50-59歳,1,0,1,1
01609,えりも町,female_60_plus,女,60歳以上,0,0,0,0
01609,えりも町,female_unknown,女,不詳/その他,0,0,0,0
01631,音更町,both_total,総数,総数,0,12,-12,12
01631,音更町,both_0_9,総数,0-9歳,0,0,0,0
01631,音更町,both_10_19,総数,10-19歳,0,1,-1,1
01631,音更町,both_20_29,総数,20-29歳,0,7,-7,7
01631,音更町,both_30_39,総数,30-39歳,0,1,-1,1
01631,音更町,both_40_49,総数,40-49歳,0,0,0,0
01631,音更町,both_50_59,総数,50-59歳,0,3,-3,3
01631,音更町,both_60_plus,総数,60歳以上,0,0,0,0
01631,音更町,both_unknown,総数,不詳/その他,0,0,0,0
01631,音更町,male_total,男,総数,0,6,-6,6
01631,音更町,male_0_9,男,0-9歳,0,0,0,0
01631,音更町,male_10_19,男,10-19歳,0,0,0,0
01631,音更町,male_20_29,男,20-29歳,0,4,-4,4
01631,音更町,male_30_39,男,30-39歳,0,0,0,0
01631,音更町,male_40_49,男,40-49歳,0,0,0,0
01631,音更町,male_50_59,男,50-59歳,0,2,-2,2
01631,音更町,male_60_plus,男,60歳以上,0,0,0,0
01631,音更町,male_unknown,男,不詳/その他,0,0,0,0
01631,音更町,female_total,女,総数,0,6,-6,6
01631,音更町,female_0_9,女,0-9歳,0,0,0,0
01631,音更町,female_10_19,女,10-19歳,0,1,-1,1
01631,音更町,female_20_29,女,20-29歳,0,3,-3,3
01631,音更町,female_30_39,女,30-39歳,0,1,-1,1
01631,音更町,female_40_49,女,40-49歳,0,0,0,0
01631,音更町,female_50_59,女,50-59歳,0,1,-1,1
01631,音更町,female_60_plus,女,60歳以上,0,0,0,0
01631,音更町,female_unknown,女,不詳/その他,0,0,0,0
44000,大分県,both_total,総数,総数,17,29,-12,12
44000,大分県,both_0_9,総数,0-9歳,2,4,-2,2
44000,大分県,both_10_19,総数,10-19歳,2,2,0,0
44000,大分県,both_20_29,総数,20-29歳,4,10,-6,6
44000,大分県,both_30_39,総数,30-39歳,2,8,-6,6
44000,大分県,both_40_49,総数,40-49歳,3,3,0,0
44000,大分県,both_50_59,総数,50-59歳,2,2,0,0
44000,大分県,both_60_plus,総数,60歳以上,2,0,2,2
44000,大分県,both_unknown,総数,不詳/その他,0,0,0,0
44000,大分県,male_total,男,総数,9,22,-13,13
44000,大分県,male_0_9,男,0-9歳,0,3,-3,3
44000,大分県,male_10_19,男,10-19歳,1,1,0,0
44000,大分県,male_20_29,男,20-29歳,2,8,-6,6
44000,大分県,male_30_39,男,30-39歳,2,5,-3,3
44000,大分県,male_40_49,男,40-49歳,2,3,-1,1
44000,大分県,male_50_59,男,50-59歳,1,2,-1,1
44000,大分県,male_60_plus,男,60歳以上,1,0,1,1
44000,大分県,male_unknown,男,不詳/その他,0,0,0,0
44000,大分県,female_total,女,総数,8,7,1,1
44000,大分県,female_0_9,女,0-9歳,2,1,1,1
44000,大分県,female_10_19,女,10-19歳,1,1,0,0
44000,大分県,female_20_29,女,20-29歳,2,2,0,0
44000,大分県,female_30_39,女,30-39歳,0,3,-3,3
44000,大分県,female_40_49,女,40-49歳,1,0,1,1
44000,大分県,female_50_59,女,50-59歳,1,0,1,1
44000,大分県,female_60_plus,女,60歳以上,1,0,1,1
44000,大分県,female_unknown,女,不詳/その他,0,0,0,0
01207,帯広市,both_total,総数,総数,86,75,11,11
01207,帯広市,both_0_9,総数,0-9歳,7,6,1,1
01207,帯広市,both_10_19,総数,10-19歳,9,11,-2,2
01207,帯広市,both_20_29,総数,20-29歳,36,25,11,11
01207,帯広市,both_30_39,総数,30-39歳,19,16,3,3
01207,帯広市,both_40_49,総数,40-49歳,8,8,0,0
01207,帯広市,both_50_59,総数,50-59歳,4,7,-3,3
01207,帯広市,both_60_plus,総数,60歳以上,3,2,1,1
01207,帯広市,both_unknown,総数,不詳/その他,0,0,0,0
01207,帯広市,male_total,男,総数,44,55,-11,11
01207,帯広市,male_0_9,男,0-9歳,2,4,-2,2
01207,帯広市,male_10_19,男,10-19歳,4,11,-7,7
01207,帯広市,male_20_29,男,20-29歳,19,17,2,2
01207,帯広市,male_30_39,男,30-39歳,8,12,-4,4
01207,帯広市,male_40_49,男,40-49歳,7,6,1,1
01207,帯広市,male_50_59,男,50-59歳,2,5,-3,3
01207,帯広市,male_60_plus,男,60歳以上,2,0,2,2
01207,帯広市,male_unknown,男,不詳/その他,0,0,0,0
01207,帯広市,female_total,女,総数,42,20,22,22
01207,帯広市,female_0_9,女,0-9歳,5,2,3,3
01207,帯広市,female_10_19,女,10-19歳,5,0,5,5
01207,帯広市,female_20_29,女,20-29歳,17,8,9,9
01207,帯広市,female_30_39,女,30-39歳,11,4,7,7
01207,帯広市,female_40_49,女,40-49歳,1,2,-1,1
01207,帯広市,female_50_59,女,50-59歳,2,2,0,0
01207,帯広市,female_60_plus,女,60歳以上,1,2,-1,1
01207,帯広市,female_unknown,女,不詳/その他,0,0,0,0
01209,夕張市,both_total,総数,総数,11,0,11,11
01209,夕張市,both_0_9,総数,0-9歳,0,0,0,0
01209,夕張市,both_10_19,総数,10-19歳,3,0,3,3
01209,夕張市,both_20_29,総数,20-29歳,1,0,1,1
01209,夕張市,both_30_39,総数,30-39歳,1,0,1,1
01209,夕張市,both_40_49,総数,40-49歳,0,0,0,0
01209,夕張市,both_50_59,総数,50-59歳,3,0,3,3
01209,夕張市,both_60_plus,総数,60歳以上,3,0,3,3
01209,夕張市,both_unknown,総数,不詳/その他,0,0,0,0
01209,夕張市,male_total,男,総数,5,0,5,5
01209,夕張市,male_0_9,男,0-9歳,0,0,0,0
01209,夕張市,male_10_19,男,10-19歳,1,0,1,1
01209,夕張市,male_20_29,男,20-29歳,0,0,0,0
01209,夕張市,male_30_39,男,30-39歳,1,0,1,1
01209,夕張市,male_40_49,男,40-49歳,0,0,0,0
01209,夕張市,male_50_59,男,50-59歳,2,0,2,2
01209,夕張市,male_60_plus,男,60歳以上,1,0,1,1
01209,夕張市,male_unknown,男,不詳/その他,0,0,0,0
01209,夕張市,female_total,女,総数,6,0,6,6
01209,夕張市,female_0_9,女,0-9歳,0,0,0,0
01209,夕張市,female_10_19,女,10-19歳,2,0,2,2
01209,夕張市,female_20_29,女,20-29歳,1,0,1,1
01209,夕張市,female_30_39,女,30-39歳,0,0,0,0
01209,夕張市,female_40_49,女,40-49歳,0,0,0,0
01209,夕張市,female_50_59,女,50-59歳,1,0,1,1
01209,夕張市,female_60_plus,女,60歳以上,2,0,2,2
01209,夕張市,female_unknown,女,不詳/その他,0,0,0,0
01555,遠軽町,both_total,総数,総数,11,0,11,11
01555,遠軽町,both_0_9,総数,0-9歳,0,0,0,0
01555,遠軽町,both_10_19,総数,10-19歳,3,0,3,3
01555,遠軽町,both_20_29,総数,20-29歳,4,0,4,4
01555,遠軽町,both_30_39,総数,30-39歳,2,0,2,2
01555,遠軽町,both_40_49,総数,40-49歳,1,0,1,1
01555,遠軽町,both_50_59,総数,50-59歳,1,0,1,1
01555,遠軽町,both_60_plus,総数,60歳以上,0,0,0,0
01555,遠軽町,both_unknown,総数,不詳/その他,0,0,0,0
01555,遠軽町,male_total,男,総数,8,0,8,8
01555,遠軽町,male_0_9,男,0-9歳,0,0,0,0
01555,遠軽町,male_10_19,男,10-19歳,2,0,2,2
01555,遠軽町,male_20_29,男,20-29歳,3,0,3,3
01555,遠軽町,male_30_39,男,30-39歳,2,0,2,2
01555,遠軽町,male_40_49,男,40-49歳,0,0,0,0
01555,遠軽町,male_50_59,男,50-59歳,1,0,1,1
01555,遠軽町,male_60_plus,男,60歳以上,0,0,0,0
01555,遠軽町,male_unknown,男,不詳/その他,0,0,0,0
01555,遠軽町,female_total,女,総数,3,0,3,3
01555,遠軽町,female_0_9,女,0-9歳,0,0,0,0
01555,遠軽町,female_10_19,女,10-19歳,1,0,1,1
01555,遠軽町,female_20_29,女,20-29歳,1,0,1,1
01555,遠軽町,female_30_39,女,30-39歳,0,0,0,0
01555,遠軽町,female_40_49,女,40-49歳,1,0,1,1
01555,遠軽町,female_50_59,女,50-59歳,0,0,0,0
01555,遠軽町,female_60_plus,女,60歳以上,0,0,0,0
01555,遠軽町,female_unknown,女,不詳/その他,0,0,0,0
01581,厚真町,both_total,総数,総数,11,0,11,11
01581,厚真町,both_0_9,総数,0-9歳,1,0,1,1
01581,厚真町,both_10_19,総数,10-19歳,2,0,2,2
01581,厚真町,both_20_29,総数,20-29歳,2,0,2,2
01581,厚真町,both_30_39,総数,30-39歳,2,0,2,2
01581,厚真町,both_40_49,総数,40-49歳,1,0,1,1
01581,厚真町,both_50_59,総数,50-59歳,1,0,1,1
01581,厚真町,both_60_plus,総数,60歳以上,2,0,2,2
01581,厚真町,both_unknown,総数,不詳/その他,0,0,0,0
01581,厚真町,male_total,男,総数,6,0,6,6
01581,厚真町,male_0_9,男,0-9歳,0,0,0,0
01581,厚真町,male_10_19,男,10-19歳,1,0,1,1
01581,厚真町,male_20_29,男,20-29歳,1,0,1,1
01581,厚真町,male_30_39,男,30-39歳,1,0,1,1
01581,厚真町,male_40_49,男,40-49歳,0,0,0,0
01581,厚真町,male_50_59,男,50-59歳,1,0,1,1
01581,厚真町,male_60_plus,男,60歳以上,2,0,2,2
01581,厚真町,male_unknown,男,不詳/その他,0,0,0,0
01581,厚真町,female_total,女,総数,5,0,5,5
01581,厚真町,female_0_9,女,0-9歳,1,0,1,1
01581,厚真町,female_10_19,女,10-19歳,1,0,1,1
01581,厚真町,female_20_29,女,20-29歳,1,0,1,1
01581,厚真町,female_30_39,女,30-39歳,1,0,1,1
01581,厚真町,female_40_49,女,40-49歳,1,0,1,1
01581,厚真町,female_50_59,女,50-59歳,0,0,0,0
01581,厚真町,female_60_plus,女,60歳以上,0,0,0,0
01581,厚真町,female_unknown,女,不詳/その他,0,0,0,0
01601,日高町,both_total,総数,総数,21,10,11,11
01601,日高町,both_0_9,総数,0-9歳,0,0,0,0
01601,日高町,both_10_19,総数,10-19歳,4,1,3,3
01601,日高町,both_20_29,総数,20-29歳,5,6,-1,1
01601,日高町,both_30_39,総数,30-39歳,6,1,5,5
01601,日高町,both_40_49,総数,40-49歳,0,1,-1,1
01601,日高町,both_50_59,総数,50-59歳,0,0,0,0
01601,日高町,both_60_plus,総数,60歳以上,6,1,5,5
01601,日高町,both_unknown,総数,不詳/その他,0,0,0,0
01601,日高町,male_total,男,総数,13,2,11,11
01601,日高町,male_0_9,男,0-9歳,0,0,0,0
01601,日高町,male_10_19,男,10-19歳,1,0,1,1
01601,日高町,male_20_29,男,20-29歳,4,0,4,4
01601,日高町,male_30_39,男,30-39歳,5,1,4,4
01601,日高町,male_40_49,男,40-49歳,0,1,-1,1
01601,日高町,male_50_59,男,50-59歳,0,0,0,0
01601,日高町,male_60_plus,男,60歳以上,3,0,3,3
01601,日高町,male_unknown,男,不詳/その他,0,0,0,0
01601,日高町,female_total,女,総数,8,8,0,0
01601,日高町,female_0_9,女,0-9歳,0,0,0,0
01601,日高町,female_10_19,女,10-19歳,3,1,2,2
01601,日高町,female_20_29,女,20-29歳,1,6,-5,5
01601,日高町,female_30_39,女,30-39歳,1,0,1,1
01601,日高町,female_40_49,女,40-49歳,0,0,0,0
01601,日高町,female_50_59,女,50-59歳,0,0,0,0
01601,日高町,female_60_plus,女,60歳以上,3,1,2,2
01601,日高町,female_unknown,女,不詳/その他,0,0,0,0
39000,高知県,both_total,総数,総数,0,11,-11,11
39000,高知県,both_0_9,総数,0-9歳,0,3,-3,3
39000,高知県,both_10_19,総数,10-19歳,0,1,-1,1
39000,高知県,both_20_29,総数,20-29歳,0,0,0,0
39000,高知県,both_30_39,総数,30-39歳,0,4,-4,4
39000,高知県,both_40_49,総数,40-49歳,0,3,-3,3
39000,高知県,both_50_59,総数,50-59歳,0,0,0,0
39000,高知県,both_60_plus,総数,60歳以上,0,0,0,0
39000,高知県,both_unknown,総数,不詳/その他,0,0,0,0
39000,高知県,male_total,男,総数,0,8,-8,8
39000,高知県,male_0_9,男,0-9歳,0,2,-2,2
39000,高知県,male_10_19,男,10-19歳,0,1,-1,1
39000,高知県,male_20_29,男,20-29歳,0,0,0,0
39000,高知県,male_30_39,男,30-39歳,0,3,-3,3
39000,高知県,male_40_49,男,40-49歳,0,2,-2,2
39000,高知県,male_50_59,男,50-59歳,0,0,0,0
39000,高知県,male_60_plus,男,60歳以上,0,0,0,0
39000,高知県,male_unknown,男,不詳/その他,0,0,0,0
39000,高知県,female_total,女,総数,0,3,-3,3
39000,高知県,female_0_9,女,0-9歳,0,1,-1,1
39000,高知県,female_10_19,女,10-19歳,0,0,0,0
39000,高知県,female_20_29,女,20-29歳,0,0,0,0
39000,高知県,female_30_39,女,30-39歳,0,1,-1,1
39000,高知県,female_40_49,女,40-49歳,0,1,-1,1
39000,高知県,female_50_59,女,50-59歳,0,0,0,0
39000,高知県,female_60_plus,女,60歳以上,0,0,0,0
39000,高知県,female_unknown,女,不詳/その他,0,0,0,0
01215,美唄市,both_total,総数,総数,10,0,10,10
01215,美唄市,both_0_9,総数,0-9歳,0,0,0,0
01215,美唄市,both_10_19,総数,10-19歳,2,0,2,2
01215,美唄市,both_20_29,総数,20-29歳,3,0,3,3
01215,美唄市,both_30_39,総数,30-39歳,1,0,1,1
01215,美唄市,both_40_49,総数,40-49歳,1,0,1,1
01215,美唄市,both_50_59,総数,50-59歳,3,0,3,3
01215,美唄市,both_60_plus,総数,60歳以上,0,0,0,0
01215,美唄市,both_unknown,総数,不詳/その他,0,0,0,0
01215,美唄市,male_total,男,総数,8,0,8,8
01215,美唄市,male_0_9,男,0-9歳,0,0,0,0
01215,美唄市,male_10_19,男,10-19歳,2,0,2,2
01215,美唄市,male_20_29,男,20-29歳,2,0,2,2
01215,美唄市,male_30_39,男,30-39歳,1,0,1,1
01215,美唄市,male_40_49,男,40-49歳,0,0,0,0
01215,美唄市,male_50_59,男,50-59歳,3,0,3,3
01215,美唄市,male_60_plus,男,60歳以上,0,0,0,0
01215,美唄市,male_unknown,男,不詳/その他,0,0,0,0
01215,美唄市,female_total,女,総数,2,0,2,2
01215,美唄市,female_0_9,女,0-9歳,0,0,0,0
01215,美唄市,female_10_19,女,10-19歳,0,0,0,0
01215,美唄市,female_20_29,女,20-29歳,1,0,1,1
01215,美唄市,female_30_39,女,30-39歳,0,0,0,0
01215,美唄市,female_40_49,女,40-49歳,1,0,1,1
01215,美唄市,female_50_59,女,50-59歳,0,0,0,0
01215,美唄市,female_60_plus,女,60歳以上,0,0,0,0
01215,美唄市,female_unknown,女,不詳/その他,0,0,0,0
01222,三笠市,both_total,総数,総数,10,0,10,10
01222,三笠市,both_0_9,総数,0-9歳,1,0,1,1
01222,三笠市,both_10_19,総数,10-19歳,4,0,4,4
01222,三笠市,both_20_29,総数,20-29歳,2,0,2,2
01222,三笠市,both_30_39,総数,30-39歳,2,0,2,2
01222,三笠市,both_40_49,総数,40-49歳,1,0,1,1
01222,三笠市,both_50_59,総数,50-59歳,0,0,0,0
01222,三笠市,both_60_plus,総数,60歳以上,0,0,0,0
01222,三笠市,both_unknown,総数,不詳/その他,0,0,0,0
01222,三笠市,male_total,男,総数,5,0,5,5
01222,三笠市,male_0_9,男,0-9歳,0,0,0,0
01222,三笠市,male_10_19,男,10-19歳,2,0,2,2
01222,三笠市,male_20_29,男,20-29歳,1,0,1,1
01222,三笠市,male_30_39,男,30-39歳,1,0,1,1
01222,三笠市,male_40_49,男,40-49歳,1,0,1,1
01222,三笠市,male_50_59,男,50-59歳,0,0,0,0
01222,三笠市,male_60_plus,男,60歳以上,0,0,0,0
01222,三笠市,male_unknown,男,不詳/その他,0,0,0,0
01222,三笠市,female_total,女,総数,5,0,5,5
01222,三笠市,female_0_9,女,0-9歳,1,0,1,1
01222,三笠市,female_10_19,女,10-19歳,2,0,2,2
01222,三笠市,female_20_29,女,20-29歳,1,0,1,1
01222,三笠市,female_30_39,女,30-39歳,1,0,1,1
01222,三笠市,female_40_49,女,40-49歳,0,0,0,0
01222,三笠市,female_50_59,女,50-59歳,0,0,0,0
01222,三笠市,female_60_plus,女,60歳以上,0,0,0,0
01222,三笠市,female_unknown,女,不詳/その他,0,0,0,0
01226,砂川市,both_total,総数,総数,10,0,10,10
01226,砂川市,both_0_9,総数,0-9歳,2,0,2,2
01226,砂川市,both_10_19,総数,10-19歳,2,0,2,2
01226,砂川市,both_20_29,総数,20-29歳,2,0,2,2
01226,砂川市,both_30_39,総数,30-39歳,2,0,2,2
01226,砂川市,both_40_49,総数,40-49歳,2,0,2,2
01226,砂川市,both_50_59,総数,50-59歳,0,0,0,0
01226,砂川市,both_60_plus,総数,60歳以上,0,0,0,0
01226,砂川市,both_unknown,総数,不詳/その他,0,0,0,0
01226,砂川市,male_total,男,総数,6,0,6,6
01226,砂川市,male_0_9,男,0-9歳,2,0,2,2
01226,砂川市,male_10_19,男,10-19歳,2,0,2,2
01226,砂川市,male_20_29,男,20-29歳,0,0,0,0
01226,砂川市,male_30_39,男,30-39歳,1,0,1,1
01226,砂川市,male_40_49,男,40-49歳,1,0,1,1
01226,砂川市,male_50_59,男,50-59歳,0,0,0,0
01226,砂川市,male_60_plus,男,60歳以上,0,0,0,0
01226,砂川市,male_unknown,男,不詳/その他,0,0,0,0
01226,砂川市,female_total,女,総数,4,0,4,4
01226,砂川市,female_0_9,女,0-9歳,0,0,0,0
01226,砂川市,female_10_19,女,10-19歳,0,0,0,0
01226,砂川市,female_20_29,女,20-29歳,2,0,2,2
01226,砂川市,female_30_39,女,30-39歳,1,0,1,1
01226,砂川市,female_40_49,女,40-49歳,1,0,1,1
01226,砂川市,female_50_59,女,50-59歳,0,0,0,0
01226,砂川市,female_60_plus,女,60歳以上,0,0,0,0
01226,砂川市,female_unknown,女,不詳/その他,0,0,0,0
01229,富良野市,both_total,総数,総数,0,10,-10,10
01229,富良野市,both_0_9,総数,0-9歳,0,2,-2,2
01229,富良野市,both_10_19,総数,10-19歳,0,1,-1,1
01229,富良野市,both_20_29,総数,20-29歳,0,5,-5,5
01229,富良野市,both_30_39,総数,30-39歳,0,1,-1,1
01229,富良野市,both_40_49,総数,40-49歳,0,1,-1,1
01229,富良野市,both_50_59,総数,50-59歳,0,0,0,0
01229,富良野市,both_60_plus,総数,60歳以上,0,0,0,0
01229,富良野市,both_unknown,総数,不詳/その他,0,0,0,0
01229,富良野市,male_total,男,総数,0,3,-3,3
01229,富良野市,male_0_9,男,0-9歳,0,1,-1,1
01229,富良野市,male_10_19,男,10-19歳,0,0,0,0
01229,富良野市,male_20_29,男,20-29歳,0,2,-2,2
01229,富良野市,male_30_39,男,30-39歳,0,0,0,0
01229,富良野市,male_40_49,男,40-49歳,0,0,0,0
01229,富良野市,male_50_59,男,50-59歳,0,0,0,0
01229,富良野市,male_60_plus,男,60歳以上,0,0,0,0
01229,富良野市,male_unknown,男,不詳/その他,0,0,0,0
01229,富良野市,female_total,女,総数,0,7,-7,7
01229,富良野市,female_0_9,女,0-9歳,0,1,-1,1
01229,富良野市,female_10_19,女,10-19歳,0,1,-1,1
01229,富良野市,female_20_29,女,20-29歳,0,3,-3,3
01229,富良野市,female_30_39,女,30-39歳,0,1,-1,1
01229,富良野市,female_40_49,女,40-49歳,0,1,-1,1
01229,富良野市,female_50_59,女,50-59歳,0,0,0,0
01229,富良野市,female_60_plus,女,60歳以上,0,0,0,0
01229,富良野市,female_unknown,女,不詳/その他,0,0,0,0
01427,由仁町,both_total,総数,総数,10,0,10,10
01427,由仁町,both_0_9,総数,0-9歳,0,0,0,0
01427,由仁町,both_10_19,総数,10-19歳,0,0,0,0
01427,由仁町,both_20_29,総数,20-29歳,2,0,2,2
01427,由仁町,both_30_39,総数,30-39歳,2,0,2,2
01427,由仁町,both_40_49,総数,40-49歳,1,0,1,1
